ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20211008,18.17,18.89,18.02,18.64,17.93,0.71,3.9598,1159200.62,2146983.881
000002.SZ,20211008,21.48,21.69,21.09,21.24,21.31,-0.07,-0.3285,732687.45,1562199.44
603076.SH,20211008,33.62,34.36,32.75,33.37,33.86,-0.49,-1.4471,15692.16,52080.518
603077.SH,20211008,4.0,4.07,3.78,4.03,3.93,0.1,2.5445,3877950.25,1525013.402
603078.SH,20211008,22.97,23.39,22.42,22.66,22.52,0.14,0.6217,34643.73,78875.731
603079.SH,20211008,16.99,17.41,16.72,17.4,16.97,0.43,2.5339,32004.21,54946.677
603080.SH,20211008,19.38,19.78,18.84,19.65,18.92,0.73,3.8584,150059.39,291497.465
603081.SH,20211008,11.51,11.52,11.04,11.23,11.33,-0.1,-0.8826,38395.0,43025.584
603199.SH,20211008,20.46,20.88,20.44,20.63,20.35,0.28,1.3759,8741.0,18063.724
603200.SH,20211008,23.8,23.85,22.63,23.08,23.05,0.03,0.1302,29904.63,68743.884
603203.SH,20211008,33.38,33.38,32.11,32.67,32.56,0.11,0.3378,18698.24,61181.273
603208.SH,20211008,63.3,63.58,61.26,61.35,63.41,-2.06,-3.2487,6417.0,39760.957
603277.SH,20211008,19.54,20.1,19.5,19.77,19.25,0.52,2.7013,7561.41,14901.823
603278.SH,20211008,9.1,9.49,9.1,9.38,9.27,0.11,1.1866,35772.04,33257.112
603279.SH,20211008,33.21,34.17,32.2,32.78,32.82,-0.04,-0.1219,20360.05,67124.532
603283.SH,20211008,21.24,22.05,21.24,21.79,21.24,0.55,2.5895,13684.06,29750.003
603286.SH,20211008,14.81,15.45,14.81,15.36,14.81,0.55,3.7137,11477.0,17524.598
688408.SH,20211008,167.5,167.5,153.36,154.68,167.3,-12.62,-7.5433,11228.63,177419.664
688418.SH,20211008,14.88,15.26,14.88,15.07,14.85,0.22,1.4815,8174.68,12356.747
688425.SH,20211008,5.39,5.45,5.38,5.41,5.34,0.07,1.3109,143596.26,77622.166
688456.SH,20211008,27.88,28.4,27.51,27.68,27.34,0.34,1.2436,6152.21,17050.842
688466.SH,20211008,23.35,24.82,23.35,24.3,23.35,0.95,4.0685,9452.61,23025.24
688468.SH,20211008,16.41,16.84,16.41,16.69,16.48,0.21,1.2743,4794.78,8018.646
688488.SH,20211008,16.34,16.48,16.12,16.22,16.04,0.18,1.1222,6205.8,10112.06
688536.SH,20211008,640.8,685.5,625.58,632.0,638.11,-6.11,-0.9575,5923.8,388362.515
688538.SH,20211008,3.13,3.15,3.12,3.14,3.11,0.03,0.9646,224203.05,70348.521
688550.SH,20211008,92.29,95.48,92.29,94.29,92.15,2.14,2.3223,4543.02,42892.726
688551.SH,20211008,47.98,47.98,45.21,47.0,47.47,-0.47,-0.9901,5438.46,25103.899
688577.SH,20211008,51.98,53.88,51.48,52.23,51.98,0.25,0.481,2241.64,11716.021
688578.SH,20211008,28.26,28.83,28.18,28.29,28.12,0.17,0.6046,10104.92,28739.87
688579.SH,20211008,11.81,12.04,11.81,12.02,11.81,0.21,1.7782,5590.95,6691.437
688580.SH,20211008,96.97,96.97,94.0,96.8,95.58,1.22,1.2764,3758.45,35980.287
688585.SH,20211008,10.44,10.69,10.14,10.26,10.44,-0.18,-1.7241,15571.41,16040.254
688586.SH,20211008,27.87,27.87,26.96,27.18,27.47,-0.29,-1.0557,15493.54,42175.828
688633.SH,20211008,64.06,64.91,61.47,61.72,63.11,-1.39,-2.2025,4226.91,26470.617
688636.SH,20211008,145.0,145.0,130.1,130.52,141.2,-10.68,-7.5637,5269.22,70306.756
688639.SH,20211008,59.2,59.78,57.6,58.01,58.65,-0.64,-1.0912,2926.81,17084.287
688655.SH,20211008,17.58,17.74,17.47,17.61,17.4,0.21,1.2069,4059.22,7163.827
688711.SH,20211008,106.0,109.4,101.2,107.76,105.36,2.4,2.2779,32898.61,345266.315
688718.SH,20211008,26.62,27.28,26.45,27.06,26.62,0.44,1.6529,5766.82,15472.855
688728.SH,20211008,30.56,31.13,30.33,30.52,30.3,0.22,0.7261,48598.21,149153.157
688733.SH,20211008,74.89,76.98,68.31,69.6,74.06,-4.46,-6.0221,18146.08,128356.97
688766.SH,20211008,318.8,332.66,318.01,324.47,316.5,7.97,2.5182,4165.3,135469.967
688767.SH,20211008,57.22,57.42,56.12,57.07,57.24,-0.17,-0.297,8608.29,48982.424
688768.SH,20211008,118.0,122.99,116.0,117.75,118.8,-1.05,-0.8838,1784.75,21134.616
689009.SH,20211008,80.8,82.5,77.82,80.58,80.9,-0.32,-0.3956,14984.51,120119.831
836433.BJ,20211008,10.28,10.32,10.01,10.18,10.23,-0.05,-0.4888,1684.39,1702.594
836504.BJ,20211008,7.6,7.6,7.6,7.6,7.5,0.1,1.3333,10.0,7.6
836675.BJ,20211008,10.6,10.6,10.11,10.36,10.47,-0.11,-1.0506,4001.72,4117.228
837212.BJ,20211008,17.47,17.65,16.33,16.51,17.2,-0.69,-4.0116,2954.16,4941.372
837242.BJ,20211008,14.75,15.0,14.61,14.8,15.0,-0.2,-1.3333,547.19,807.463
837344.BJ,20211008,24.25,24.39,23.36,24.09,24.18,-0.09,-0.3722,1093.08,2618.478
837592.BJ,20211008,9.5,9.5,9.5,9.5,9.42,0.08,0.8493,2.0,1.9
837748.BJ,20211008,4.73,10.5,4.73,5.3,5.29,0.01,0.189,142.0,76.141
838030.BJ,20211008,6.22,6.23,6.0,6.06,6.16,-0.1,-1.6234,4076.18,2469.911
839946.BJ,20211008,8.18,8.18,7.58,7.71,7.98,-0.27,-3.3835,7158.9,5512.613
870866.BJ,20211008,8.41,9.5,8.41,9.06,10.8,-1.74,-16.1111,100.61,90.677
871396.BJ,20211008,14.98,14.98,14.4,14.4,14.93,-0.53,-3.5499,333.2,486.969
871553.BJ,20211008,6.6,6.71,6.3,6.5,6.55,-0.05,-0.7634,2444.1,1566.362
871642.BJ,20211008,17.12,17.49,16.61,16.71,17.51,-0.8,-4.5688,814.64,1379.113
872808.BJ,20211008,41.05,42.0,41.04,41.12,40.67,0.45,1.1065,196.05,817.368
872895.BJ,20211008,14.8,16.87,14.04,14.81,14.0,0.81,5.7857,86.8,131.93
872931.BJ,20211008,1.91,2.4,1.91,2.4,1.2,1.2,100.0,4.03,0.82
873152.BJ,20211008,20.0,20.0,19.85,19.85,19.9,-0.05,-0.2513,15.0,29.954
873339.BJ,20211008,7.7,7.7,7.7,7.7,3.85,3.85,100.0,11.0,8.47
873527.BJ,20211008,9.68,9.7,9.42,9.6,9.68,-0.08,-0.8264,531.0,512.905
873576.BJ,20211008,16.0,16.0,16.0,16.0,15.0,1.0,6.6667,83.0,132.8
000001.SZ,20211011,19.0,19.74,19.0,19.4,18.64,0.76,4.0773,1455338.35,2829310.843
000002.SZ,20211011,21.28,22.51,21.25,22.1,21.24,0.86,4.049,1268993.98,2804632.484
603076.SH,20211011,33.4,33.8,32.61,32.79,33.37,-0.58,-1.7381,8453.78,27848.536
603077.SH,20211011,4.03,4.37,3.91,4.23,4.03,0.2,4.9628,4381704.89,1832773.717
603078.SH,20211011,23.15,23.15,21.47,22.1,22.66,-0.56,-2.4713,42271.29,93807.132
603079.SH,20211011,17.42,17.54,16.75,17.0,17.4,-0.4,-2.2989,24612.0,41880.303
603080.SH,20211011,19.14,19.29,17.69,18.2,19.65,-1.45,-7.3791,129280.0,235640.286
603081.SH,20211011,11.19,11.42,11.08,11.27,11.23,0.04,0.3562,15797.0,17709.637
603199.SH,20211011,20.74,20.74,20.25,20.56,20.63,-0.07,-0.3393,6152.88,12600.838
603200.SH,20211011,23.06,23.09,21.06,21.2,23.08,-1.88,-8.1456,47005.26,101486.7
603203.SH,20211011,31.5,33.45,31.5,32.67,32.67,0.0,0.0,22496.46,73599.558
603208.SH,20211011,61.4,62.78,60.41,61.26,61.35,-0.09,-0.1467,5974.24,36880.993
603277.SH,20211011,19.62,20.07,19.31,19.74,19.77,-0.03,-0.1517,6546.0,12903.466
603278.SH,20211011,9.4,9.64,9.3,9.56,9.38,0.18,1.919,26563.85,25245.19
603279.SH,20211011,32.78,33.4,32.08,32.25,32.78,-0.53,-1.6168,19893.97,64931.258
603283.SH,20211011,21.95,22.06,21.44,21.86,21.79,0.07,0.3212,13789.1,30099.208
603286.SH,20211011,15.49,15.49,15.22,15.3,15.36,-0.06,-0.3906,4910.0,7524.515
688408.SH,20211011,155.01,166.33,152.82,160.58,154.68,5.9,3.8143,12722.97,206117.527
688418.SH,20211011,15.17,15.3,14.95,15.09,15.07,0.02,0.1327,6320.67,9527.544
688425.SH,20211011,5.42,5.43,5.37,5.38,5.41,-0.03,-0.5545,127322.44,68607.469
688456.SH,20211011,27.75,27.84,27.36,27.73,27.68,0.05,0.1806,4678.77,12932.345
688466.SH,20211011,23.87,24.36,23.42,23.59,24.3,-0.71,-2.9218,6422.49,15256.303
688468.SH,20211011,16.57,17.31,16.45,16.92,16.69,0.23,1.3781,12710.24,21294.481
688488.SH,20211011,16.25,16.48,16.17,16.19,16.22,-0.03,-0.185,6252.43,10176.626
688536.SH,20211011,628.78,647.94,612.4,614.0,632.0,-18.0,-2.8481,4519.41,283580.494
688538.SH,20211011,3.14,3.15,3.11,3.13,3.14,-0.01,-0.3185,239449.82,74855.483
