ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20210601,24.2,24.25,23.5,23.92,24.2,-0.28,-1.157,625017.96,1490476.624
000002.SZ,20210601,26.88,26.97,26.47,26.6,26.7,-0.1,-0.3745,609909.61,1622419.892
688408.SH,20210601,135.27,139.8,131.5,138.8,135.23,3.57,2.6399,7491.66,101833.337
688418.SH,20210601,19.0,20.0,18.65,18.84,18.3,0.54,2.9508,19193.64,36773.958
688456.SH,20210601,28.4,29.25,28.1,28.79,28.42,0.37,1.3019,24500.95,70424.933
688466.SH,20210601,21.38,22.3,21.31,22.03,21.34,0.69,3.2334,8525.04,18618.407
688468.SH,20210601,30.4,30.4,28.52,29.1,29.8,-0.7,-2.349,79166.23,231238.147
688488.SH,20210601,21.1,21.7,20.82,21.25,20.86,0.39,1.8696,11869.71,25326.938
688536.SH,20210601,535.95,540.9,518.03,530.8,533.72,-2.92,-0.5471,3321.03,175711.989
688538.SH,20210601,3.94,4.34,3.9,4.13,4.0,0.13,3.25,6104350.36,2543637.333
688550.SH,20210601,95.3,98.88,93.48,98.02,95.3,2.72,2.8541,15066.43,146690.102
688551.SH,20210601,41.16,41.85,39.1,39.36,40.85,-1.49,-3.6475,21358.23,85660.475
688633.SH,20210601,53.38,53.88,52.0,53.82,53.68,0.14,0.2608,16108.89,85245.449
688636.SH,20210601,112.05,116.59,110.56,112.97,113.7,-0.73,-0.642,11991.23,135555.053
688639.SH,20210601,57.85,60.96,57.75,60.5,58.19,2.31,3.9698,16391.9,98191.692
688655.SH,20210601,18.6,19.57,18.4,19.18,18.62,0.56,3.0075,56900.4,108521.567
689009.SH,20210601,72.86,82.89,72.86,77.5,73.3,4.2,5.7299,38853.68,305349.244
836433.BJ,20210601,7.05,7.17,7.03,7.16,7.05,0.11,1.5603,2832.03,2022.033
836675.BJ,20210601,12.95,13.14,12.88,12.93,12.96,-0.03,-0.2315,1003.76,1308.116
870866.BJ,20210601,3.99,3.99,3.99,3.99,6.89,-2.9,-42.09,60.0,23.94
871245.BJ,20210601,6.48,6.48,6.48,6.48,5.53,0.95,17.179,2.18,1.412
871396.BJ,20210601,9.06,9.22,9.05,9.18,9.25,-0.07,-0.7568,174.8,160.096
872808.BJ,20210601,45.5,45.58,45.5,45.58,45.0,0.58,1.2889,4.0,18.208
872895.BJ,20210601,4.3,4.3,4.3,4.3,2.6,1.7,65.3846,2.0,0.86
873169.BJ,20210601,6.0,6.0,6.0,6.0,6.0,0.0,0.0,100.0,60.0
873223.BJ,20210601,3.4,3.4,3.4,3.4,3.5,-0.1,-2.8571,2.9,0.986
000001.SZ,20210602,23.89,23.92,23.38,23.89,23.92,-0.03,-0.1254,497527.02,1176608.126
000002.SZ,20210602,26.5,27.18,26.31,26.76,26.6,0.16,0.6015,853545.06,2287264.276
688408.SH,20210602,138.8,141.96,133.09,136.53,138.8,-2.27,-1.6354,4084.83,55874.95
688418.SH,20210602,18.8,21.5,18.62,20.38,18.84,1.54,8.1741,40255.77,81240.996
688456.SH,20210602,28.67,30.8,28.29,29.9,28.79,1.11,3.8555,42078.34,125844.174
688466.SH,20210602,22.0,22.68,21.8,22.43,22.03,0.4,1.8157,12684.8,28390.004
688468.SH,20210602,28.75,29.69,28.0,28.15,29.1,-0.95,-3.2646,66750.79,191743.439
688488.SH,20210602,21.35,22.31,21.03,22.21,21.25,0.96,4.5176,22648.43,49418.537
688536.SH,20210602,530.8,530.81,503.17,513.0,530.8,-17.8,-3.3534,2868.03,146817.338
688538.SH,20210602,4.12,4.23,4.0,4.1,4.13,-0.03,-0.7264,3960534.19,1622185.697
688550.SH,20210602,97.8,98.3,93.0,94.0,98.02,-4.02,-4.1012,9898.42,94767.108
688551.SH,20210602,39.41,40.83,38.15,38.79,39.36,-0.57,-1.4482,20142.94,79264.086
688633.SH,20210602,53.65,56.18,52.66,55.48,53.82,1.66,3.0844,21519.36,117835.235
688636.SH,20210602,111.03,116.59,103.88,106.0,112.97,-6.97,-6.1698,13305.2,146220.129
688639.SH,20210602,60.78,60.87,57.88,58.58,60.5,-1.92,-3.1736,10231.43,60412.576
688655.SH,20210602,19.2,20.25,19.02,19.57,19.18,0.39,2.0334,67379.24,132123.262
689009.SH,20210602,78.2,82.45,75.18,80.17,77.5,2.67,3.4452,34803.36,276538.529
