ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20210301,21.54,21.68,21.18,21.45,21.38,0.07,0.3274,1125386.53,2408050.906
000002.SZ,20210301,33.1,33.71,32.29,33.35,33.1,0.25,0.7553,1280834.15,4229750.891
688488.SH,20210301,21.14,21.53,21.11,21.29,21.11,0.18,0.8527,7126.86,15164.873
688536.SH,20210301,437.98,459.63,437.98,451.01,430.77,20.24,4.6986,5678.88,255627.961
688550.SH,20210301,85.18,86.18,85.03,85.69,85.4,0.29,0.3396,3211.59,27492.474
688551.SH,20210301,28.1,28.8,28.1,28.79,27.9,0.89,3.19,3563.33,10174.229
689009.SH,20210301,71.26,75.68,71.26,75.42,70.1,5.32,7.5892,29032.23,213743.542
836433.BJ,20210301,5.69,6.06,5.63,5.83,5.42,0.41,7.5646,9014.54,5289.438
836675.BJ,20210301,11.81,12.12,11.21,12.03,11.29,0.74,6.5545,9171.26,10843.656
872808.BJ,20210301,47.57,48.85,46.88,47.0,47.58,-0.58,-1.219,296.83,1421.077
873152.BJ,20210301,6.18,6.18,6.18,6.18,3.18,3.0,94.3396,1.1,0.679
000001.SZ,20210302,21.62,22.15,21.26,21.65,21.45,0.2,0.9324,1473425.05,3196536.981
000002.SZ,20210302,33.0,34.6,32.9,33.29,33.35,-0.06,-0.1799,1220149.89,4110315.44
688488.SH,20210302,21.32,21.46,20.7,20.83,21.29,-0.46,-2.1606,8179.47,17171.939
688536.SH,20210302,454.0,488.98,446.88,479.97,451.01,28.96,6.4211,8280.31,394864.402
688550.SH,20210302,85.0,85.08,82.32,82.68,85.69,-3.01,-3.5127,6640.47,55328.294
688551.SH,20210302,29.06,29.09,28.36,28.57,28.79,-0.22,-0.7642,3440.8,9860.944
689009.SH,20210302,75.42,76.55,70.2,71.49,75.42,-3.93,-5.2108,29635.39,216787.801
836433.BJ,20210302,5.9,6.24,5.83,6.13,5.83,0.3,5.1458,9290.43,5680.704
836675.BJ,20210302,11.75,12.17,11.73,11.84,12.03,-0.19,-1.5794,5671.84,6755.545
872808.BJ,20210302,47.0,47.0,46.65,46.66,47.0,-0.34,-0.7234,73.75,345.657
000001.SZ,20210303,21.58,23.08,21.46,23.01,21.65,1.36,6.2818,1919635.27,4320024.431
000002.SZ,20210303,32.95,33.99,32.59,33.5,33.29,0.21,0.6308,1164840.63,3876750.278
688488.SH,20210303,20.87,21.39,20.77,21.3,20.83,0.47,2.2564,7951.61,16822.664
688536.SH,20210303,476.0,487.02,470.0,480.38,479.97,0.41,0.0854,4766.14,228687.92
688550.SH,20210303,82.04,82.9,81.5,82.66,82.68,-0.02,-0.0242,2804.61,23131.36
688551.SH,20210303,28.89,29.34,28.66,29.28,28.57,0.71,2.4851,5477.19,15901.215
689009.SH,20210303,71.5,74.36,70.1,73.91,71.49,2.42,3.3851,22216.47,162364.822
836433.BJ,20210303,6.15,6.76,6.12,6.7,6.13,0.57,9.2985,19328.54,12521.183
836675.BJ,20210303,11.83,14.95,11.83,14.49,11.84,2.65,22.3818,23600.12,32689.479
872808.BJ,20210303,46.66,46.66,45.47,45.55,46.66,-1.11,-2.3789,56.18,256.057
873527.BJ,20210303,6.06,6.36,6.06,6.36,8.0,-1.64,-20.5,292.0,178.642
000001.SZ,20210304,22.77,23.49,22.65,22.92,23.01,-0.09,-0.3911,1213579.37,2799747.146
000002.SZ,20210304,33.3,34.1,32.47,32.69,33.5,-0.81,-2.4179,1292857.84,4282826.795
688488.SH,20210304,21.39,21.47,21.06,21.06,21.3,-0.24,-1.1268,5514.02,11717.739
688536.SH,20210304,487.0,487.0,431.0,451.4,480.38,-28.98,-6.0327,6430.14,290541.379
688550.SH,20210304,82.01,83.19,81.75,81.92,82.66,-0.74,-0.8952,2266.36,18683.52
688551.SH,20210304,29.27,30.04,29.1,29.8,29.28,0.52,1.776,6696.24,19843.545
689009.SH,20210304,72.18,73.49,69.98,70.77,73.91,-3.14,-4.2484,19790.74,140620.416
836433.BJ,20210304,6.65,6.85,6.5,6.59,6.7,-0.11,-1.6418,8170.04,5478.463
836675.BJ,20210304,14.27,14.89,13.9,14.09,14.49,-0.4,-2.7605,8490.18,12028.435
872808.BJ,20210304,45.55,45.55,45.29,45.29,45.55,-0.26,-0.5708,3.0,13.613
873527.BJ,20210304,6.57,6.83,6.57,6.8,6.36,0.44,6.9182,88.33,59.793
000001.SZ,20210305,22.7,22.98,21.86,22.34,22.92,-0.58,-2.5305,880171.41,1960439.115
000002.SZ,20210305,32.2,32.69,31.08,31.54,32.69,-1.15,-3.5179,1303283.73,4141889.138
688488.SH,20210305,20.93,21.38,20.93,21.24,21.06,0.18,0.8547,4404.62,9352.366
688536.SH,20210305,439.11,449.86,426.0,434.6,451.4,-16.8,-3.7218,5269.08,231011.088
688550.SH,20210305,82.0,82.42,81.65,82.22,81.92,0.3,0.3662,2286.78,18785.397
688551.SH,20210305,29.61,30.5,29.5,30.2,29.8,0.4,1.3423,4427.9,13384.049
689009.SH,20210305,69.01,72.33,69.01,71.22,70.77,0.45,0.6359,15661.43,112109.0
836433.BJ,20210305,6.52,6.53,6.25,6.32,6.59,-0.27,-4.0971,6900.54,4410.635
836675.BJ,20210305,14.1,14.13,13.27,13.64,14.09,-0.45,-3.1938,5572.33,7682.061
872895.BJ,20210305,3.1,3.1,3.1,3.1,2.57,0.53,20.6226,3000.0,930.0
873527.BJ,20210305,6.92,6.96,6.92,6.96,6.8,0.16,2.3529,13.0,9.028
000001.SZ,20210308,22.44,22.69,21.48,21.6,22.34,-0.74,-3.3124,993773.97,2189190.957
000002.SZ,20210308,31.9,32.2,31.2,31.2,31.54,-0.34,-1.078,771959.8,2440558.38
688488.SH,20210308,21.24,21.44,20.86,20.91,21.24,-0.33,-1.5537,7142.28,15137.176
688536.SH,20210308,436.0,448.76,373.14,380.0,434.6,-54.6,-12.5633,9664.17,387788.369
688550.SH,20210308,82.2,83.59,81.84,81.84,82.22,-0.38,-0.4622,2897.58,24012.198
688551.SH,20210308,30.25,30.48,28.99,29.03,30.2,-1.17,-3.8742,6166.98,18347.86
689009.SH,20210308,71.22,71.88,65.0,65.88,71.22,-5.34,-7.4979,29070.03,198486.016
836433.BJ,20210308,6.35,6.36,6.15,6.19,6.32,-0.13,-2.057,3519.1,2205.294
836675.BJ,20210308,13.6,13.7,12.7,12.7,13.64,-0.94,-6.8915,6514.45,8543.692
872808.BJ,20210308,44.5,44.5,43.56,43.87,45.29,-1.42,-3.1353,121.38,537.987
873527.BJ,20210308,6.96,6.96,6.96,6.96,6.96,0.0,0.0,10.0,6.96
000001.SZ,20210309,21.68,21.92,20.58,20.85,21.6,-0.75,-3.4722,1361895.33,2882931.927
000002.SZ,20210309,31.32,31.66,30.71,31.02,31.2,-0.18,-0.5769,943414.72,2952321.623
688488.SH,20210309,20.71,20.86,19.93,20.32,20.91,-0.59,-2.8216,11904.07,24045.212
688536.SH,20210309,376.5,415.5,362.0,389.0,380.0,9.0,2.3684,9389.67,370065.692
688550.SH,20210309,81.6,81.91,78.09,80.1,81.84,-1.74,-2.1261,2749.52,22025.694
688551.SH,20210309,29.24,29.25,27.74,27.98,29.03,-1.05,-3.6169,6101.47,17293.263
689009.SH,20210309,65.7,66.31,58.0,61.72,65.88,-4.16,-6.3145,30769.96,193045.957
836433.BJ,20210309,6.15,6.3,6.05,6.2,6.19,0.01,0.1616,2407.81,1483.572
836675.BJ,20210309,12.62,13.39,12.38,12.66,12.7,-0.04,-0.315,5610.26,7205.159
872808.BJ,20210309,43.33,43.33,42.5,42.5,43.87,-1.37,-3.1229,31.07,133.926
873527.BJ,20210309,6.95,6.95,6.88,6.88,6.96,-0.08,-1.1494,3.0,2.071
000001.SZ,20210310,20.84,20.91,20.28,20.4,20.85,-0.45,-2.1583,1149416.57,2356185.003
000002.SZ,20210310,31.17,31.2,30.3,30.69,31.02,-0.33,-1.0638,877517.75,2695626.753
688488.SH,20210310,20.29,20.36,19.82,19.87,20.32,-0.45,-2.2146,7521.72,15042.712
688536.SH,20210310,401.37,414.95,398.0,407.99,389.0,18.99,4.8817,6011.7,244506.374
688550.SH,20210310,80.7,80.78,78.36,78.69,80.1,-1.41,-1.7603,2181.57,17301.065
688551.SH,20210310,27.58,27.98,26.8,27.07,27.98,-0.91,-3.2523,7569.49,20714.306
689009.SH,20210310,63.73,64.98,61.82,62.5,61.72,0.78,1.2638,23997.94,152026.423
836433.BJ,20210310,6.23,6.27,6.12,6.21,6.2,0.01,0.1613,1256.25,777.558
836675.BJ,20210310,12.65,13.34,12.55,12.8,12.66,0.14,1.1058,3048.75,3907.828
872808.BJ,20210310,42.98,43.76,42.9,43.54,42.5,1.04,2.4471,38.0,164.396
000001.SZ,20210311,20.58,21.38,20.56,21.27,20.4,0.87,4.2647,1048659.39,2213107.787
000002.SZ,20210311,30.76,31.46,30.68,31.15,30.69,0.46,1.4989,742679.35,2305270.606
688488.SH,20210311,19.86,20.07,19.72,20.07,19.87,0.2,1.0065,6429.74,12777.942
688536.SH,20210311,405.01,438.57,405.01,419.96,407.99,11.97,2.9339,5055.02,213006.149
688550.SH,20210311,79.2,79.92,78.4,79.62,78.69,0.93,1.1819,1786.69,14179.913
688551.SH,20210311,27.43,27.8,26.88,27.54,27.07,0.47,1.7362,4071.66,11195.366
689009.SH,20210311,61.32,65.15,61.0,63.4,62.5,0.9,1.44,17826.38,113140.421
836433.BJ,20210311,6.21,6.39,6.14,6.35,6.21,0.14,2.2544,1993.85,1264.146
836675.BJ,20210311,12.54,12.8,12.41,12.74,12.8,-0.06,-0.4688,2369.94,2976.511
872808.BJ,20210311,43.99,43.99,43.99,43.99,43.54,0.45,1.0335,5.0,21.995
872931.BJ,20210311,2.0,2.0,2.0,2.0,1.41,0.59,41.844,79.0,15.8
000001.SZ,20210312,21.37,21.7,21.2,21.48,21.27,0.21,0.9873,697200.6,1494219.075
000002.SZ,20210312,31.1,32.36,30.66,31.49,31.15,0.34,1.0915,901959.92,2834218.95
688488.SH,20210312,19.98,20.1,19.61,19.66,20.07,-0.41,-2.0429,6569.3,12987.986
688536.SH,20210312,418.55,425.0,407.0,411.51,419.96,-8.45,-2.0121,3557.55,147225.797
688550.SH,20210312,79.62,80.39,78.5,79.01,79.62,-0.61,-0.7661,2318.08,18301.505
688551.SH,20210312,27.73,27.73,27.0,27.22,27.54,-0.32,-1.1619,4626.92,12588.687
689009.SH,20210312,64.3,66.15,64.0,64.81,63.4,1.41,2.224,18682.39,121738.698
836433.BJ,20210312,6.31,6.44,6.31,6.44,6.35,0.09,1.4173,2176.22,1395.801
836675.BJ,20210312,12.51,13.23,12.51,12.93,12.74,0.19,1.4914,3497.66,4463.456
872808.BJ,20210312,43.05,44.35,43.05,43.88,43.99,-0.11,-0.2501,29.05,128.285
872931.BJ,20210312,2.0,2.0,2.0,2.0,2.0,0.0,0.0,7.0,1.4
000001.SZ,20210315,21.4,22.12,21.11,21.6,21.48,0.12,0.5587,958748.7,2077984.893
000002.SZ,20210315,31.3,31.88,31.25,31.44,31.49,-0.05,-0.1588,619315.6,1951738.303
688488.SH,20210315,19.52,19.77,18.52,18.55,19.66,-1.11,-5.646,12789.88,24116.75
688536.SH,20210315,408.58,414.43,383.46,393.8,411.51,-17.71,-4.3037,4634.34,183804.691
688550.SH,20210315,78.9,80.3,78.52,79.0,79.01,-0.01,-0.0127,1655.61,13104.669
688551.SH,20210315,27.32,27.32,26.59,26.84,27.22,-0.38,-1.396,3917.71,10523.833
689009.SH,20210315,65.78,66.88,60.51,61.82,64.81,-2.99,-4.6135,22240.3,142815.769
836419.BJ,20210315,15.8,15.8,15.8,15.8,13.5,2.3,17.037,4.0,6.32
836433.BJ,20210315,6.46,6.68,6.46,6.61,6.44,0.17,2.6398,3465.35,2280.399
836675.BJ,20210315,12.9,13.09,12.55,12.98,12.93,0.05,0.3867,976.1,1255.538
836720.BJ,20210315,12.88,12.88,12.88,12.88,8.0,4.88,61.0,2.0,2.576
872808.BJ,20210315,43.8,44.67,43.76,44.67,43.88,0.79,1.8004,53.58,236.674
873527.BJ,20210315,6.4,6.4,6.1,6.1,6.88,-0.78,-11.3372,6.0,3.69
000001.SZ,20210316,21.6,22.11,21.27,21.66,21.6,0.06,0.2778,939684.32,2038470.66
000002.SZ,20210316,31.49,33.16,31.3,32.9,31.44,1.46,4.6438,1205423.17,3904735.921
688488.SH,20210316,18.74,18.76,18.33,18.76,18.55,0.21,1.1321,5711.95,10616.593
688536.SH,20210316,398.73,408.6,388.03,394.98,393.8,1.18,0.2996,1673.62,66520.031
688550.SH,20210316,79.06,80.5,79.06,80.21,79.0,1.21,1.5316,1894.64,15147.934
688551.SH,20210316,27.0,27.46,26.98,27.38,26.84,0.54,2.0119,3411.14,9307.873
689009.SH,20210316,62.29,63.39,60.02,61.26,61.82,-0.56,-0.9059,14310.55,87974.66
836433.BJ,20210316,6.61,6.65,6.49,6.58,6.61,-0.03,-0.4539,2658.92,1745.969
836675.BJ,20210316,12.69,13.12,12.69,13.0,12.98,0.02,0.1541,540.01,701.803
836720.BJ,20210316,14.38,14.4,11.14,14.4,12.88,1.52,11.8012,17.04,21.267
872808.BJ,20210316,44.67,44.7,44.67,44.7,44.67,0.03,0.0672,3.0,13.405
872895.BJ,20210316,3.1,3.1,3.1,3.1,3.1,0.0,0.0,1.4,0.434
873527.BJ,20210316,6.0,6.0,6.0,6.0,6.1,-0.1,-1.6393,0.55,0.33
000001.SZ,20210317,21.45,21.55,20.9,21.2,21.66,-0.46,-2.1237,821488.65,1738185.857
000002.SZ,20210317,32.65,33.43,32.36,32.71,32.9,-0.19,-0.5775,718970.72,2355350.648
688488.SH,20210317,18.7,18.81,18.53,18.54,18.76,-0.22,-1.1727,4939.62,9210.388
688536.SH,20210317,394.0,409.89,388.0,403.0,394.98,8.02,2.0305,2255.64,90991.342
688550.SH,20210317,79.8,82.87,79.78,82.39,80.21,2.18,2.7179,3264.15,26699.293
688551.SH,20210317,27.41,28.1,27.22,28.0,27.38,0.62,2.2644,3374.8,9377.091
689009.SH,20210317,61.64,62.88,60.6,62.3,61.26,1.04,1.6977,12791.04,79512.087
836433.BJ,20210317,6.52,6.61,6.5,6.57,6.58,-0.01,-0.152,790.2,517.771
836675.BJ,20210317,12.9,13.01,12.82,13.0,13.0,0.0,0.0,932.21,1206.437
836720.BJ,20210317,14.9,14.9,14.9,14.9,14.4,0.5,3.4722,5.01,7.464
872808.BJ,20210317,44.4,44.9,44.4,44.9,44.7,0.2,0.4474,5.63,25.228
873527.BJ,20210317,6.0,6.0,6.0,6.0,6.0,0.0,0.0,30.0,18.0
000001.SZ,20210318,21.3,21.73,21.0,21.73,21.2,0.53,2.5,691610.19,1483801.548
000002.SZ,20210318,32.6,33.28,32.48,32.7,32.71,-0.01,-0.0306,482135.22,1580726.128
688488.SH,20210318,18.59,18.75,18.52,18.58,18.54,0.04,0.2157,5020.44,9347.548
688536.SH,20210318,405.81,408.0,380.61,386.41,403.0,-16.59,-4.1166,4044.92,158206.272
688550.SH,20210318,82.15,83.86,82.15,82.9,82.39,0.51,0.619,3416.44,28372.179
688551.SH,20210318,28.1,28.14,27.53,27.61,28.0,-0.39,-1.3929,2760.98,7685.55
689009.SH,20210318,61.99,62.7,61.25,61.32,62.3,-0.98,-1.573,11565.91,71342.77
836433.BJ,20210318,6.54,6.79,6.54,6.79,6.57,0.22,3.3486,3599.47,2420.703
836675.BJ,20210318,12.86,13.4,12.84,13.2,13.0,0.2,1.5385,2005.19,2627.477
836720.BJ,20210318,15.97,15.97,15.97,15.97,14.9,1.07,7.1812,1.35,2.155
872808.BJ,20210318,44.4,44.45,44.4,44.45,44.9,-0.45,-1.0022,27.14,120.521
873305.BJ,20210318,11.2,11.2,11.2,11.2,13.3,-2.1,-15.7895,140.0,156.8
000001.SZ,20210319,21.53,21.65,20.37,20.47,21.73,-1.26,-5.7984,1525622.27,3159181.042
000002.SZ,20210319,32.5,32.5,30.85,31.2,32.7,-1.5,-4.5872,989922.04,3114965.955
688488.SH,20210319,18.48,19.19,18.48,18.67,18.58,0.09,0.4844,7606.68,14352.085
688536.SH,20210319,380.05,388.0,368.16,371.0,386.41,-15.41,-3.988,4041.6,152284.94
688550.SH,20210319,82.5,84.36,82.11,83.77,82.9,0.87,1.0495,4323.78,36262.247
688551.SH,20210319,27.58,28.06,27.46,27.74,27.61,0.13,0.4708,2951.61,8182.516
689009.SH,20210319,59.03,60.97,58.37,59.03,61.32,-2.29,-3.7345,19026.15,112983.485
836433.BJ,20210319,6.72,6.86,6.72,6.84,6.79,0.05,0.7364,3361.68,2291.758
836675.BJ,20210319,13.09,13.36,12.87,13.05,13.2,-0.15,-1.1364,1444.24,1876.386
836720.BJ,20210319,15.97,15.97,15.97,15.97,15.97,0.0,0.0,4.99,7.969
872808.BJ,20210319,46.3,46.3,46.3,46.3,44.45,1.85,4.162,1.0,4.63
