ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20210506,23.1,23.7,23.1,23.5,23.29,0.21,0.9017,500295.22,1174181.608
000002.SZ,20210506,27.87,28.15,27.73,27.92,28.17,-0.25,-0.8875,489975.5,1368795.687
688408.SH,20210506,141.7,142.8,132.48,136.0,141.0,-5.0,-3.5461,6007.08,81808.733
688456.SH,20210506,28.98,28.98,26.68,27.22,28.98,-1.76,-6.0732,28442.64,77453.435
688466.SH,20210506,20.97,21.09,20.17,20.36,20.96,-0.6,-2.8626,5801.32,11806.0
688468.SH,20210506,27.21,27.21,24.9,25.08,27.2,-2.12,-7.7941,91255.7,235274.357
688488.SH,20210506,19.76,19.9,19.21,19.41,19.76,-0.35,-1.7713,6508.62,12728.759
688536.SH,20210506,431.0,431.0,396.0,407.0,417.71,-10.71,-2.564,3367.61,137204.717
688550.SH,20210506,81.1,81.1,79.5,80.01,80.01,0.0,0.0,2126.82,16984.697
688551.SH,20210506,28.12,28.56,27.66,28.29,28.03,0.26,0.9276,4963.83,13940.123
688633.SH,20210506,51.18,51.91,50.07,50.55,51.93,-1.38,-2.6574,8397.88,42532.348
688636.SH,20210506,70.0,74.64,69.5,74.4,69.85,4.55,6.514,13834.0,100964.781
688639.SH,20210506,43.4,45.75,40.09,45.1,43.72,1.38,3.1565,62921.14,269611.991
689009.SH,20210506,74.0,74.47,70.65,71.93,74.4,-2.47,-3.3199,21069.61,151976.905
836433.BJ,20210506,7.05,7.22,7.05,7.15,7.02,0.13,1.8519,2779.25,1992.974
836675.BJ,20210506,14.04,14.04,13.41,13.69,13.99,-0.3,-2.1444,1201.86,1646.782
872808.BJ,20210506,48.86,54.36,48.86,51.0,49.88,1.12,2.2454,8.0,40.958
873167.BJ,20210506,7.99,7.99,7.99,7.99,8.0,-0.01,-0.125,1.0,0.799
873527.BJ,20210506,8.0,8.0,8.0,8.0,8.0,0.0,0.0,10.0,8.0
000001.SZ,20210507,23.67,24.3,23.39,24.05,23.5,0.55,2.3404,802214.21,1929112.374
000002.SZ,20210507,27.91,28.35,27.88,28.0,27.92,0.08,0.2865,491289.28,1382769.019
688408.SH,20210507,135.99,137.8,126.18,130.0,136.0,-6.0,-4.4118,7095.43,92746.664
688418.SH,20210507,17.62,17.62,17.15,17.15,17.49,-0.34,-1.944,5583.83,9714.658
688456.SH,20210507,27.05,27.9,27.05,27.28,27.22,0.06,0.2204,18162.27,49769.505
688466.SH,20210507,20.61,20.65,19.8,19.83,20.36,-0.53,-2.6031,7024.89,14145.02
688468.SH,20210507,24.87,25.56,22.12,22.54,25.08,-2.54,-10.1276,69811.63,162754.402
688488.SH,20210507,19.21,19.5,18.66,18.68,19.41,-0.73,-3.7609,7172.89,13545.265
688536.SH,20210507,403.0,406.05,370.03,370.03,407.0,-36.97,-9.0835,4415.76,169849.19
688550.SH,20210507,80.01,80.25,79.12,79.18,80.01,-0.83,-1.0374,2018.26,16074.967
688551.SH,20210507,28.36,28.37,27.42,27.51,28.29,-0.78,-2.7572,6231.34,17400.728
